_open_time,Open,High,Low,Close,Volume
2024-10-01 01:32:00,63545.6,63581.2,63520.0,63550.0,53.915
2024-10-01 01:33:00,63549.9,63555.0,63527.5,63533.0,37.475
2024-10-01 01:34:00,63533.0,63552.0,63525.0,63552.0,24.548
2024-10-01 01:35:00,63551.9,63551.9,63525.1,63541.1,69.697
2024-10-01 01:36:00,63541.2,63598.0,63541.1,63580.9,133.047
2024-10-01 01:37:00,63580.9,63588.0,63545.5,63556.8,32.755
2024-10-01 01:38:00,63556.8,63568.7,63548.2,63568.6,17.197
2024-10-01 01:39:00,63568.6,63568.7,63548.4,63555.3,10.873
2024-10-01 01:40:00,63555.2,63599.3,63553.0,63599.3,41.722
2024-10-01 01:41:00,63599.3,63600.0,63558.4,63558.4,86.101
2024-10-01 01:42:00,63558.5,63579.5,63558.4,63578.1,21.885
2024-10-01 01:43:00,63578.1,63597.5,63558.5,63567.5,55.672
2024-10-01 01:44:00,63567.5,63567.5,63545.6,63557.2,30.624
2024-10-01 01:45:00,63557.2,63557.2,63490.3,63491.0,112.167
2024-10-01 01:46:00,63491.6,63526.2,63491.5,63513.2,91.287
2024-10-01 01:47:00,63513.2,63513.2,63490.4,63490.4,35.276
2024-10-01 01:48:00,63490.5,63505.7,63486.3,63486.4,41.379
2024-10-01 01:49:00,63486.3,63500.0,63451.6,63455.4,77.338
2024-10-01 01:50:00,63455.5,63458.5,63450.0,63457.7,275.692
2024-10-01 01:51:00,63457.7,63457.8,63450.0,63455.2,95.508
2024-10-01 01:52:00,63455.2,63455.3,63450.0,63450.0,80.399
2024-10-01 01:53:00,63450.0,63450.1,63408.2,63413.0,170.972
2024-10-01 01:54:00,63413.0,63424.1,63400.0,63423.9,92.465
2024-10-01 01:55:00,63423.8,63433.8,63423.8,63423.9,47.609
2024-10-01 01:56:00,63424.0,63424.0,63400.1,63400.1,53.7
2024-10-01 01:57:00,63400.1,63427.0,63400.1,63418.0,49.648
2024-10-01 01:58:00,63417.9,63458.1,63417.9,63458.0,35.726
2024-10-01 01:59:00,63458.0,63460.0,63434.1,63447.3,86.754
2024-10-01 02:00:00,63447.2,63447.2,63400.3,63400.3,70.051
2024-10-01 02:01:00,63400.4,63405.8,63400.0,63401.5,107.195
2024-10-01 02:02:00,63401.4,63432.7,63401.4,63429.7,65.854
2024-10-01 02:03:00,63429.7,63429.7,63400.0,63400.1,135.163
2024-10-01 02:04:00,63400.0,63400.1,63326.8,63336.9,542.047
2024-10-01 02:05:00,63336.9,63358.5,63326.2,63338.2,100.376
2024-10-01 02:06:00,63338.3,63350.0,63264.8,63268.6,158.387
2024-10-01 02:07:00,63268.6,63321.7,63264.8,63321.6,130.433
2024-10-01 02:08:00,63321.6,63380.2,63321.6,63350.1,62.795
2024-10-01 02:09:00,63350.2,63350.2,63321.6,63321.6,70.018
2024-10-01 02:10:00,63321.7,63331.6,63300.8,63300.8,39.832
2024-10-01 02:11:00,63300.8,63300.9,63254.3,63268.4,118.756
2024-10-01 02:12:00,63268.3,63268.4,63252.0,63252.1,81.499
2024-10-01 02:13:00,63252.1,63252.1,63200.0,63224.5,280.269
2024-10-01 02:14:00,63224.4,63224.5,63183.2,63214.8,152.527
2024-10-01 02:15:00,63214.8,63241.7,63150.0,63197.5,401.623
2024-10-01 02:16:00,63197.5,63232.0,63175.2,63231.9,113.48
2024-10-01 02:17:00,63232.0,63289.4,63231.9,63264.9,123.332
2024-10-01 02:18:00,63264.9,63285.5,63254.4,63282.1,54.786
2024-10-01 02:19:00,63282.1,63282.1,63250.0,63250.3,49.285
2024-10-01 02:20:00,63250.3,63272.7,63250.3,63263.7,31.236
2024-10-01 02:21:00,63263.7,63263.7,63232.0,63237.7,66.977
2024-10-01 02:22:00,63237.7,63267.0,63237.6,63241.5,75.63
2024-10-01 02:23:00,63241.5,63284.3,63241.4,63284.3,51.498
2024-10-01 02:24:00,63284.2,63338.2,63284.2,63338.1,86.463
2024-10-01 02:25:00,63338.2,63349.1,63331.1,63348.9,59.918
2024-10-01 02:26:00,63349.0,63361.5,63340.0,63340.1,81.111
2024-10-01 02:27:00,63340.0,63365.2,63328.0,63344.1,42.441
2024-10-01 02:28:00,63344.2,63344.2,63310.6,63330.0,50.129
2024-10-01 02:29:00,63330.0,63332.4,63312.0,63318.1,34.077
2024-10-01 02:30:00,63318.1,63359.3,63310.0,63359.3,51.027
2024-10-01 02:31:00,63359.2,63361.0,63342.1,63356.9,38.656
2024-10-01 02:32:00,63356.9,63380.0,63353.6,63380.0,50.207
2024-10-01 02:33:00,63379.9,63380.0,63360.0,63360.0,31.354
2024-10-01 02:34:00,63360.0,63390.0,63360.0,63389.9,43.201
2024-10-01 02:35:00,63390.0,63390.0,63355.0,63355.0,31.421
2024-10-01 02:36:00,63355.0,63384.7,63355.0,63356.1,74.728
2024-10-01 02:37:00,63356.2,63356.2,63337.7,63345.5,29.418
2024-10-01 02:38:00,63345.4,63351.3,63316.0,63316.1,33.786
2024-10-01 02:39:00,63316.0,63327.1,63305.6,63312.0,53.489
2024-10-01 02:40:00,63311.9,63347.2,63311.9,63341.0,35.944
2024-10-01 02:41:00,63340.9,63373.5,63340.9,63373.5,31.256
2024-10-01 02:42:00,63373.5,63373.5,63341.7,63345.6,50.042
2024-10-01 02:43:00,63345.5,63345.6,63335.3,63343.3,26.307
2024-10-01 02:44:00,63343.3,63343.4,63330.0,63330.0,16.756
2024-10-01 02:45:00,63330.1,63330.1,63296.9,63311.4,50.858
2024-10-01 02:46:00,63311.4,63311.4,63288.0,63288.0,22.301
2024-10-01 02:47:00,63288.0,63288.0,63261.0,63271.7,57.476
2024-10-01 02:48:00,63271.7,63277.0,63264.0,63273.0,32.166
2024-10-01 02:49:00,63273.0,63303.7,63272.9,63303.7,46.733
2024-10-01 02:50:00,63303.7,63303.7,63290.6,63295.0,39.153
2024-10-01 02:51:00,63294.2,63296.0,63272.9,63285.2,24.028
2024-10-01 02:52:00,63285.5,63318.0,63285.5,63310.7,33.777
2024-10-01 02:53:00,63310.8,63321.6,63288.0,63319.0,44.11
2024-10-01 02:54:00,63319.0,63378.0,63318.9,63376.5,47.805
2024-10-01 02:55:00,63376.6,63396.6,63363.8,63390.0,58.403
2024-10-01 02:56:00,63390.1,63438.6,63390.0,63438.6,167.119
2024-10-01 02:57:00,63438.7,63439.3,63425.7,63434.6,55.569
2024-10-01 02:58:00,63434.5,63434.5,63411.0,63411.0,53.16
2024-10-01 02:59:00,63411.0,63427.8,63411.0,63427.8,28.494
2024-10-01 03:00:00,63427.8,63449.7,63422.6,63423.0,107.972
2024-10-01 03:01:00,63423.1,63423.1,63410.9,63415.3,30.495
2024-10-01 03:02:00,63415.3,63462.4,63415.3,63455.9,109.943
2024-10-01 03:03:00,63455.8,63463.0,63442.0,63461.0,64.586
2024-10-01 03:04:00,63461.0,63461.0,63451.0,63457.0,44.644
2024-10-01 03:05:00,63457.0,63476.4,63430.8,63431.0,116.026
2024-10-01 03:06:00,63431.0,63520.0,63430.9,63513.6,320.707
2024-10-01 03:07:00,63513.6,63551.6,63513.6,63551.6,96.318
2024-10-01 03:08:00,63551.6,63551.6,63533.9,63548.0,82.889
2024-10-01 03:09:00,63548.1,63555.2,63542.0,63542.1,53.887
2024-10-01 03:10:00,63542.0,63600.0,63542.0,63599.9,116.195
2024-10-01 03:11:00,63600.0,63600.0,63579.9,63580.0,110.733
2024-10-01 03:12:00,63579.9,63580.0,63558.6,63577.6,51.554
2024-10-01 03:13:00,63577.6,63602.3,63565.6,63599.4,94.572
2024-10-01 03:14:00,63599.4,63605.9,63591.0,63605.9,172.024
2024-10-01 03:15:00,63605.9,63605.9,63581.8,63600.8,153.212
2024-10-01 03:16:00,63600.7,63672.0,63600.0,63672.0,253.964
2024-10-01 03:17:00,63671.9,63683.5,63608.6,63614.6,215.262
2024-10-01 03:18:00,63614.6,63624.7,63594.0,63601.7,130.64
2024-10-01 03:19:00,63601.6,63609.8,63559.4,63578.0,115.714
2024-10-01 03:20:00,63577.9,63605.1,63562.1,63605.1,104.809
2024-10-01 03:21:00,63605.2,63625.7,63600.0,63625.7,74.758
2024-10-01 03:22:00,63625.7,63649.3,63615.7,63619.4,73.686
2024-10-01 03:23:00,63619.4,63622.4,63578.3,63581.5,59.455
2024-10-01 03:24:00,63581.5,63590.1,63564.4,63564.5,51.468
2024-10-01 03:25:00,63564.5,63564.5,63502.7,63504.2,193.993
2024-10-01 03:26:00,63504.1,63543.0,63504.1,63542.9,84.512
2024-10-01 03:27:00,63543.0,63550.0,63538.8,63550.0,61.042
2024-10-01 03:28:00,63549.9,63550.0,63516.4,63521.2,28.771
2024-10-01 03:29:00,63521.2,63526.3,63521.2,63523.5,31.701
2024-10-01 03:30:00,63523.5,63557.0,63523.2,63539.3,60.56
2024-10-01 03:31:00,63539.3,63584.7,63524.3,63584.6,52.856
2024-10-01 03:32:00,63584.7,63584.7,63561.9,63562.1,49.414
2024-10-01 03:33:00,63562.1,63608.4,63550.0,63608.4,63.053
2024-10-01 03:34:00,63608.4,63613.8,63598.6,63604.9,73.622
2024-10-01 03:35:00,63605.0,63605.2,63560.5,63578.5,35.758
2024-10-01 03:36:00,63578.5,63586.2,63557.8,63586.2,35.742
2024-10-01 03:37:00,63586.1,63625.0,63579.9,63625.0,39.177
2024-10-01 03:38:00,63625.0,63630.0,63595.8,63625.9,64.984
2024-10-01 03:39:00,63625.9,63657.6,63625.8,63648.2,68.41
2024-10-01 03:40:00,63648.1,63659.7,63648.1,63659.7,74.775
2024-10-01 03:41:00,63659.6,63694.4,63659.6,63692.2,113.176
2024-10-01 03:42:00,63692.2,63692.2,63667.0,63667.1,61.282
2024-10-01 03:43:00,63667.0,63698.0,63663.1,63697.9,121.495
2024-10-01 03:44:00,63698.0,63724.5,63697.9,63718.9,183.657
2024-10-01 03:45:00,63718.9,63718.9,63677.0,63695.0,133.004
2024-10-01 03:46:00,63694.9,63707.1,63682.7,63699.9,122.735
2024-10-01 03:47:00,63699.9,63700.0,63680.0,63700.0,64.184
2024-10-01 03:48:00,63699.9,63726.0,63699.9,63717.4,139.769
2024-10-01 03:49:00,63717.4,63719.1,63690.5,63705.2,81.473
2024-10-01 03:50:00,63705.2,63705.2,63653.6,63653.6,88.158
2024-10-01 03:51:00,63653.6,63691.5,63652.1,63683.3,65.597
2024-10-01 03:52:00,63683.2,63691.8,63661.5,63661.6,40.34
2024-10-01 03:53:00,63661.7,63676.7,63660.0,63673.2,30.857
2024-10-01 03:54:00,63673.3,63699.0,63673.2,63698.4,33.17
2024-10-01 03:55:00,63698.3,63698.4,63679.2,63689.6,48.471
2024-10-01 03:56:00,63689.5,63698.9,63673.6,63698.8,87.946
2024-10-01 03:57:00,63698.8,63715.3,63698.8,63702.2,62.007
2024-10-01 03:58:00,63702.1,63732.0,63702.1,63721.1,86.94
2024-10-01 03:59:00,63721.2,63724.7,63707.2,63707.2,67.038
2024-10-01 04:00:00,63707.2,63723.3,63689.2,63702.2,117.844
2024-10-01 04:01:00,63702.2,63702.2,63680.0,63695.8,75.114
2024-10-01 04:02:00,63695.8,63695.9,63650.8,63650.8,74.845
2024-10-01 04:03:00,63650.8,63701.0,63643.9,63701.0,70.429
2024-10-01 04:04:00,63701.2,63772.9,63701.2,63739.4,409.206
2024-10-01 04:05:00,63739.5,63758.8,63731.2,63756.9,171.684
2024-10-01 04:06:00,63756.9,63819.0,63756.8,63799.9,526.468
2024-10-01 04:07:00,63800.0,63824.9,63730.0,63747.1,229.306
2024-10-01 04:08:00,63747.0,63755.0,63715.4,63715.5,110.106
2024-10-01 04:09:00,63715.4,63731.2,63674.0,63686.5,152.28
2024-10-01 04:10:00,63686.6,63688.2,63662.9,63669.9,86.606
2024-10-01 04:11:00,63669.9,63694.6,63669.8,63686.3,42.317
2024-10-01 04:12:00,63686.3,63686.4,63658.5,63658.5,38.786
2024-10-01 04:13:00,63658.5,63660.8,63627.6,63660.7,138.078
2024-10-01 04:14:00,63660.7,63674.8,63650.0,63650.0,45.509
2024-10-01 04:15:00,63650.1,63674.8,63650.0,63674.8,47.351
2024-10-01 04:16:00,63674.7,63683.9,63662.6,63683.9,48.884
2024-10-01 04:17:00,63683.8,63695.0,63676.8,63694.9,76.646
2024-10-01 04:18:00,63694.9,63700.0,63687.8,63700.0,38.748
2024-10-01 04:19:00,63700.0,63760.6,63696.0,63758.1,114.024
2024-10-01 04:20:00,63758.2,63760.0,63712.0,63712.0,52.818
2024-10-01 04:21:00,63712.0,63770.0,63712.0,63762.9,127.254
2024-10-01 04:22:00,63762.9,63768.3,63747.0,63747.1,46.935
2024-10-01 04:23:00,63747.0,63759.9,63739.9,63745.1,77.496
2024-10-01 04:24:00,63745.1,63745.1,63710.0,63712.4,47.929
2024-10-01 04:25:00,63712.4,63741.5,63712.4,63725.8,67.111
2024-10-01 04:26:00,63725.4,63737.2,63710.4,63710.5,51.086
2024-10-01 04:27:00,63710.5,63748.2,63710.4,63748.2,36.119
2024-10-01 04:28:00,63748.2,63762.2,63747.5,63751.5,87.105
2024-10-01 04:29:00,63751.5,63765.0,63750.4,63764.9,90.081
2024-10-01 04:30:00,63764.9,63770.0,63749.3,63749.4,104.183
2024-10-01 04:31:00,63749.3,63770.0,63747.6,63770.0,31.085
2024-10-01 04:32:00,63770.0,63804.7,63769.9,63790.5,160.65
2024-10-01 04:33:00,63790.5,63810.0,63765.3,63791.3,177.863
2024-10-01 04:34:00,63791.3,63799.9,63769.0,63788.8,212.628
2024-10-01 04:35:00,63788.8,63808.0,63782.1,63807.9,97.155
2024-10-01 04:36:00,63808.0,63810.0,63788.4,63795.3,86.029
2024-10-01 04:37:00,63795.2,63810.0,63771.8,63788.3,86.898
2024-10-01 04:38:00,63788.2,63850.0,63788.2,63827.2,152.109
2024-10-01 04:39:00,63827.1,63845.5,63818.5,63829.3,108.171
2024-10-01 04:40:00,63829.2,63835.2,63788.3,63800.2,106.319
2024-10-01 04:41:00,63800.2,63814.2,63797.6,63797.6,62.331
2024-10-01 04:42:00,63797.7,63797.7,63769.6,63774.3,77.054
2024-10-01 04:43:00,63774.3,63774.4,63751.4,63751.4,57.372
2024-10-01 04:44:00,63751.5,63787.7,63751.4,63787.7,52.425
2024-10-01 04:45:00,63787.9,63790.0,63778.1,63781.3,42.398
2024-10-01 04:46:00,63781.4,63799.0,63780.0,63791.4,45.611
2024-10-01 04:47:00,63791.5,63801.9,63750.0,63763.5,63.279
2024-10-01 04:48:00,63763.5,63807.3,63763.4,63799.9,65.422
2024-10-01 04:49:00,63800.0,63814.4,63791.6,63791.6,59.803
2024-10-01 04:50:00,63791.6,63797.8,63775.6,63794.6,36.881
2024-10-01 04:51:00,63794.7,63794.7,63766.2,63785.0,31.455
2024-10-01 04:52:00,63785.0,63798.2,63784.9,63792.0,92.268
2024-10-01 04:53:00,63791.9,63829.7,63791.9,63812.3,41.316
2024-10-01 04:54:00,63812.2,63821.2,63792.0,63792.0,54.652
2024-10-01 04:55:00,63792.0,63803.9,63775.7,63803.7,74.304
2024-10-01 04:56:00,63803.8,63803.8,63785.2,63792.8,31.176
2024-10-01 04:57:00,63792.8,63808.0,63785.0,63785.1,60.977
2024-10-01 04:58:00,63785.1,63820.8,63785.1,63814.8,96.797
2024-10-01 04:59:00,63814.9,63843.2,63802.9,63835.9,171.112
2024-10-01 05:00:00,63836.0,63872.0,63802.4,63808.3,405.716
2024-10-01 05:01:00,63808.3,63815.5,63781.0,63781.1,142.824
2024-10-01 05:02:00,63781.0,63789.4,63775.3,63775.3,69.508
2024-10-01 05:03:00,63775.3,63777.0,63764.9,63774.9,105.673
2024-10-01 05:04:00,63774.9,63793.8,63769.7,63769.7,77.563
2024-10-01 05:05:00,63769.7,63785.3,63757.7,63757.7,81.43
2024-10-01 05:06:00,63757.7,63757.7,63710.6,63727.5,88.532
2024-10-01 05:07:00,63727.6,63741.5,63717.5,63729.9,141.672
2024-10-01 05:08:00,63729.9,63753.9,63729.9,63745.6,69.538
2024-10-01 05:09:00,63745.5,63784.0,63745.5,63776.8,62.61
2024-10-01 05:10:00,63776.9,63781.0,63747.9,63758.0,104.53
2024-10-01 05:11:00,63758.0,63771.8,63750.4,63771.8,48.023
2024-10-01 05:12:00,63771.8,63771.8,63739.0,63740.2,43.068
2024-10-01 05:13:00,63740.2,63751.1,63693.5,63693.5,108.32
2024-10-01 05:14:00,63693.5,63731.0,63693.5,63730.9,102.48
2024-10-01 05:15:00,63730.9,63750.0,63730.9,63739.7,38.253
2024-10-01 05:16:00,63739.7,63767.6,63739.7,63767.5,26.75
2024-10-01 05:17:00,63767.6,63767.6,63755.5,63755.6,40.012
2024-10-01 05:18:00,63755.5,63761.1,63725.5,63725.5,26.488
2024-10-01 05:19:00,63725.6,63725.6,63696.0,63698.1,43.828
2024-10-01 05:20:00,63698.1,63699.9,63676.3,63699.9,118.755
2024-10-01 05:21:00,63699.9,63726.6,63699.8,63726.5,21.792
2024-10-01 05:22:00,63726.6,63726.6,63710.5,63718.1,36.212
2024-10-01 05:23:00,63718.1,63730.0,63712.3,63729.9,19.242
2024-10-01 05:24:00,63730.0,63730.0,63724.8,63730.0,18.278
2024-10-01 05:25:00,63730.0,63730.0,63710.6,63712.0,41.539
2024-10-01 05:26:00,63712.1,63716.0,63706.0,63706.0,39.114
2024-10-01 05:27:00,63705.2,63705.2,63650.0,63661.0,220.842
2024-10-01 05:28:00,63661.0,63661.1,63659.8,63659.8,36.223
2024-10-01 05:29:00,63659.8,63697.0,63659.8,63696.9,137.677
2024-10-01 05:30:00,63697.0,63697.0,63671.1,63671.2,34.665
2024-10-01 05:31:00,63671.1,63671.2,63658.1,63658.2,34.32
2024-10-01 05:32:00,63658.2,63689.2,63657.4,63689.2,30.249
2024-10-01 05:33:00,63689.1,63703.3,63680.0,63703.3,34.071
2024-10-01 05:34:00,63703.3,63712.7,63700.0,63705.6,42.025
2024-10-01 05:35:00,63705.6,63710.0,63705.5,63709.9,23.746
2024-10-01 05:36:00,63709.9,63732.4,63709.9,63718.1,45.242
2024-10-01 05:37:00,63718.0,63726.8,63717.7,63724.1,23.661
2024-10-01 05:38:00,63724.0,63724.1,63703.0,63703.0,20.345
2024-10-01 05:39:00,63703.0,63703.0,63673.6,63673.6,27.392
2024-10-01 05:40:00,63673.7,63680.1,63658.9,63658.9,39.159
2024-10-01 05:41:00,63659.0,63668.0,63658.9,63668.0,39.01
2024-10-01 05:42:00,63667.9,63689.2,63667.9,63680.0,41.384
2024-10-01 05:43:00,63680.0,63685.7,63680.0,63685.7,11.383
2024-10-01 05:44:00,63685.6,63685.7,63677.0,63677.7,32.066
2024-10-01 05:45:00,63677.7,63702.7,63677.7,63702.7,25.09
2024-10-01 05:46:00,63702.6,63725.9,63702.6,63725.9,75.526
2024-10-01 05:47:00,63725.9,63727.6,63709.7,63710.5,36.721
2024-10-01 05:48:00,63710.5,63721.6,63710.5,63721.6,15.657
2024-10-01 05:49:00,63721.6,63723.5,63711.7,63723.4,15.843
2024-10-01 05:50:00,63723.4,63724.5,63723.4,63723.5,18.992
2024-10-01 05:51:00,63723.6,63738.3,63723.5,63738.2,30.144
2024-10-01 05:52:00,63738.2,63738.3,63730.0,63733.4,16.995
2024-10-01 05:53:00,63733.4,63733.4,63733.3,63733.4,13.264
2024-10-01 05:54:00,63733.4,63733.4,63685.0,63685.0,46.938
2024-10-01 05:55:00,63685.1,63695.4,63685.0,63695.4,25.614
2024-10-01 05:56:00,63695.4,63695.4,63685.0,63695.4,17.67
2024-10-01 05:57:00,63695.3,63714.3,63695.3,63714.3,18.02
2024-10-01 05:58:00,63714.3,63728.0,63714.2,63728.0,37.372
2024-10-01 05:59:00,63728.0,63733.9,63727.9,63733.9,25.708
2024-10-01 06:00:00,63733.9,63755.0,63731.0,63750.9,120.168
2024-10-01 06:01:00,63750.9,63771.8,63750.8,63764.0,66.5
2024-10-01 06:02:00,63764.0,63803.7,63757.0,63802.5,206.445
2024-10-01 06:03:00,63802.6,63814.7,63790.0,63790.1,142.301
2024-10-01 06:04:00,63790.1,63814.8,63790.0,63814.8,163.053
2024-10-01 06:05:00,63814.8,63826.0,63814.7,63826.0,47.316
2024-10-01 06:06:00,63825.9,63855.9,63825.9,63855.0,155.759
2024-10-01 06:07:00,63855.0,63882.0,63850.0,63866.2,343.46
2024-10-01 06:08:00,63866.2,63899.0,63866.1,63878.0,201.76
2024-10-01 06:09:00,63878.1,63897.6,63870.0,63870.1,90.511
2024-10-01 06:10:00,63870.1,63870.1,63860.0,63860.1,251.544
2024-10-01 06:11:00,63860.1,63860.1,63835.0,63839.7,67.581
2024-10-01 06:12:00,63839.7,63858.4,63835.0,63852.0,58.36
2024-10-01 06:13:00,63852.1,63852.1,63840.0,63845.0,41.496
2024-10-01 06:14:00,63844.9,63859.0,63844.9,63858.3,28.663
2024-10-01 06:15:00,63858.4,63923.2,63858.3,63907.4,199.949
2024-10-01 06:16:00,63907.4,63917.4,63890.0,63901.4,116.565
